_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
4926118,514,SH-01879,800,Bay St,Bay St,West,College St,North,T239,11.0,,B,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3860584568, 43.6610262548)}"
4926119,520,SH-02986,2669,Jane St,Sheppard Ave W,East,Sheppard Ave W,South,T6069,6.0,,D,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5125230903, 43.7393665802)}"
4926120,524,SH-03172,2,Hunter Ave,Dufferin St,West,Hunter Ave,North,T2063,9.0,Fairbank Village,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4498991451, 43.6945948768)}"
4926121,526,SH-03502,112,Celestine Dr,The Westway,North,Wabash Ave,,T6186,2.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5572085031, 43.6854617126)}"
4926122,531,SH-02388,570,Eglinton Ave W,Eglinton Ave W,North,Gilgorm Rd,East,T2353,8.0,The Eglinton Way,B,Temporarily Removed,Enseicom,,Yes,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4169067282, 43.7029065238)}"
4926123,541,SH-00296,20,Redgrave Dr,Martin Grove Rd,West,Redgrave Dr,North,T5637,1.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5674127551, 43.6835046758)}"
4926124,546,SH-01347,,,Avenue Rd,West,Old Orchard Grv,North,,8.0,,Standard Ancaster,Existing,Ancaster,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4196515007, 43.731928748)}"
4926125,547,SH-00933,5055,Dundas St W,Dundas St W,South,Michael Power Pl,East,T5025,3.0,Village of Islington,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5313695538, 43.6456823658)}"
4926126,548,SH-02886,801,Birchmount Rd,Birchmount Rd,East,Bonniewood Rd,South,T384,20.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2768584333, 43.7275859279)}"
4926127,555,SH-02481,85,Silver Springs Blvd,Finch Ave E,North,Birchmount Rd,East,T2568,22.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3030234309, 43.7998589566)}"
4926128,560,SH-02586,1700,Wilson Ave,Wilson Ave,North,Jane St,West,T8879,7.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5108816937, 43.7205887129)}"
4926129,562,SH-00976,17,Clappison Blvd,,,Adenmore Rd,,,25.0,,Standard Daytech,Existing,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.137657907, 43.7815280789)}"
4926130,563,SH-00955,40,Robert Woodhead Cres,Sheppard Ave W,North,Keele St,East,T6072,6.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4861052368, 43.7450070158)}"
4926131,569,SH-01223,75,Commissioners St,Commissioners St,South,Don Roadway,West,T4897,14.0,,C,Temporarily Removed,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3470025173, 43.6475435954)}"
4926132,571,SH-03063,281,Queen St E,Queen St E,South,Ontario St,West,T3060,13.0,Historic Queen East,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3674529398, 43.6548575908)}"
4926133,573,SH-03570,258,Eglinton Ave E,Mount Pleasant Rd,West,Eglinton Ave E,North,,12.0,Mount Pleasant Village,Standard Daytech,Temporarily Removed,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3903309409, 43.7085627217)}"
4926134,585,SH-00215,5650,Yonge St,Finch Ave W,North,Yonge St,West,T9130,18.0,Willowdale,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4161660264, 43.779786449)}"
4926135,595,SH-03603,662,King St W,King St W,North,Bathurst St,East,T4156,10.0,,B,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4023612253, 43.6440533055)}"
4926136,610,SH-00187,7,John Cabotway,Sheppard Ave W,South,Laura Rd,East,T6078,7.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5196090633, 43.737839364)}"
4926137,614,SH-02040,1,Front St W,Front St W,North,Bay St,East,T9406,10.0,Financial District,B,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3785931233, 43.6459876477)}"
4926138,615,SH-02891,2,Glenhaven St,Eglinton Ave W,North,Glenhaven St,West,,5.0,,Standard Daytech,Existing,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4700238338, 43.6914051883)}"
4926139,619,SH-02132,5001,Finch Ave E,Finch Ave E,South,Mccowan Rd,West,T1055,23.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2667086933, 43.8078325203)}"
4926140,623,SH-02204,1397,Lawrence Ave W,Lawrence Ave W,Southeast,Keele St,East,T5381,5.0,Lawrence Ingram Keele,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4773500714, 43.7088520716)}"
4926141,627,SH-02178,815,Eglinton Ave E,,,Parklea Dr,,,15.0,,Standard Daytech,Existing,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3644377877, 43.7131184259)}"
4926142,635,TR-04079,1,Dean Park Rd,Meadowvale Rd,West,Dean Park Rd,North,1536,25.0,,C,Existing,Provincial,S4406578,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1690619968, 43.8043592954)}"
4926143,636,TR-04080,194,Wellesley St E,Wellesley St E,North,Sherbourne St,East,T8637,13.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3744485675, 43.6672056549)}"
4926144,637,SH-02551,895,Lawrence Ave E,The Donway W,West,Lawrence Ave E,South,T5261,16.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3466310346, 43.7362822387)}"
4926145,649,SH-01353,950,King St W,King St W,North,Strachan Ave,East,T4188,10.0,,B,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4117354664, 43.6421568585)}"
4926146,651,SH-02085,20,Bamburgh Crcl,Warden Ave,West,Bamburgh Crcl,North,T10566,22.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3246910157, 43.8163995097)}"
4926147,659,SH-01896,11,Vanderbrent Cres,Martin Grove Rd,West,Tollington Rd,South,T5650,1.0,,D,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5689098395, 43.6869052326)}"
4926148,664,SH-02099,2,Upton Rd,,,Upton Rd,,,20.0,,Standard Daytech,Existing,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2839510253, 43.7185745384)}"
4926149,674,SH-01246,86,Guildwood Pkwy,,,Guildwood Pkwy,,,24.0,,Standard Daytech,Existing,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2011238608, 43.7472442283)}"
4926150,692,SH-02927,3939,Keele St,Keele St,,Finch Ave W,,T2611,6.0,DuKe Heights,C,Temporarily Removed,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4904651398, 43.7637563437)}"
4926151,711,SH-02691,60,Skyview Cres,Don Mills Rd,West,Havenbrook Blvd,,T1943,17.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3467114378, 43.7697942461)}"
4926152,712,SH-03413,2255,Sheppard Ave E,Sheppard Ave E,South,Settlers Rd,West,T7244,17.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.326913639, 43.7745350497)}"
4926153,720,SH-03967,52,Rabbit Lane,The East Mall,East,West Deane Park Dr,South,T2223,2.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5689145445, 43.6591430635)}"
4926154,728,SH-03039,2681,Danforth Ave,Danforth Ave,South,Guest Ave,West,T875,19.0,Danforth Village,A,Temporarily Removed,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2990033771, 43.6886800966)}"
4926155,729,SH-00329,519,Warden Ave,,,Danforth Rd,,,20.0,,Standard Daytech,Temporarily Removed,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.274813531, 43.6967702703)}"
4926156,737,SH-03329,3083,Yonge St,Lawrence Ave E,South,Yonge St,East,T1235,15.0,Yonge Lawrence Village,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4017840019, 43.7250602233)}"
4926157,742,SH-02898,39,Elford Blvd,Islington Ave,East,Titan Rd,South,T3849,3.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5175203637, 43.6307497686)}"
4926158,748,SH-01498,31,Keyworth Trl,Mccowan Rd,West,Channel Nine Crt,North,T1309,23.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2567856348, 43.785548196)}"
4926159,753,SH-01276,1600,Keele St,Rogers Rd,South,Keele St,West,T6030,5.0,Rogers Road,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.471885003, 43.6820083271)}"
4926160,755,SH-03681,399,The West Mall,The West Mall,East,Burnhamthorpe Cres,South,T8670,2.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5669170773, 43.6443883498)}"
4926161,758,SH-00646,92,Glenstroke Dr,Sheppard Ave E,South,Havenview Rd,West,T7188,23.0,Sheppard East Village,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.249557384, 43.791492789)}"
4926162,760,SH-03027,540,College St,College St,North,Euclid Ave,East,T831,11.0,Little Italy,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.41124681, 43.6558467251)}"
4926163,765,SH-02229,384,Mount Pleasant Rd,Mount Pleasant Rd,West,Merton St,North,T5834,12.0,,B,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3866105517, 43.6983001656)}"
4926164,766,SH-01696,82,Perthshire St,Kennedy Rd,West,Perthshire St,North,T10601,22.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3007240631, 43.8091083241)}"
4926165,767,SH-03593,2000,Kipling Ave,,,Kipling Ave,,T4288,1.0,,D,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5656948471, 43.7093077788)}"
4926166,771,SH-02118,47,Coxworth Cres,Neilson Rd,West,Silverbell Grv,South,T1402,23.0,,B,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2173425808, 43.8040441368)}"
4926167,774,SH-00705,4751,Steeles Ave E,Silver Star Blvd,East,Steeles Ave E,South,T13337,22.0,,D,Existing,Enseicom,,Yes,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2998347231, 43.8249452956)}"
4926168,777,SH-02745,2,Yorkview Dr,Royal York Rd,West,Yorkview Dr,North,T7043,3.0,,D,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5046591523, 43.630917425)}"
4926169,780,SH-00246,166,Park St,,,Midland Ave,,,20.0,,Standard Daytech,Existing,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2486915314, 43.7121005195)}"
4926170,785,SH-02640,1335,Dundas St W,Dundas St W,South,Lisgar St,West,T2172,9.0,Little Portugal,B,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4269923242, 43.6494428051)}"
4926171,794,SH-00056,660,Eglinton Ave E,Eglinton Ave E,North,Bayview Ave,East,T2239,15.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3768471526, 43.711268416)}"
4926172,799,SH-00579,1435,Queen St W,Queen St W,South,Jameson Ave,West,T6840,4.0,Parkdale Village,D,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4374775756, 43.6403440452)}"
4926173,804,SH-02221,2400,Keele St,,,Lawrence Ave W,,,5.0,Lawrence Ingram Keele,Standard Daytech,Existing,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4782660484, 43.7088196559)}"
4926174,807,SH-03338,27,Sultan Pool Dr,Finch Ave W,North,Martin Grove Rd,West,T11200,1.0,,A,Temporarily Removed,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5924239752, 43.7367460711)}"
4926175,808,SH-02205,3840,Bathurst St,Bathurst St,West,Delhi Ave,South,T81,6.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4347838999, 43.7399175832)}"
4926176,809,SH-00160,4685X,Eglinton Ave W,Eglinton Ave W,South,Eglinton Ave W,East,T2382,2.0,,A,Temporarily Removed,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5626256839, 43.674391028)}"
4926177,813,SH-01311,1,Lord Seaton Rd,Yonge St,East,Lord Seaton Rd,South,T9022,15.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4078673728, 43.7523897915)}"
4926178,815,SH-02228,450,Commissioners St,Carlaw Ave,West,Commissioners St,North,T6286,14.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3357314349, 43.6527523891)}"
4926179,819,SH-01752,76,Bombay Ave,Bombay Ave,South,Avenue Rd,East,T14189,6.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4242056966, 43.7435850397)}"
4926180,820,SH-00596,925,Dixon Rd,Dixon Ave,South,Carlingview Dr,West,T4975,1.0,,D,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5958349777, 43.6865768063)}"
4926181,821,SH-00422,135,Davenport Rd,Davenport Rd,West,New St,North,T948,11.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3931622417, 43.6747001896)}"
4926182,823,SH-01937,2037,Eglinton Ave W,Eglinton Ave W,South,Nairn Ave,West,T2386,9.0,,B,Temporarily Removed,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4561629979, 43.6943020822)}"
4926183,825,SH-01731,2367,Yonge St,Yonge St,East,Broadway Ave,South,T8961,12.0,Uptown Yonge,B,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3988015508, 43.7094042233)}"
4926184,829,SH-02248,111,Combermere Dr,Parkwoods Village Dr,North,Combermere Dr,West,T8026,16.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3194026231, 43.7583364788)}"
4926185,837,SH-02532,159,Bellefontaine St,Finch Ave E,South,Milliken Blvd,West,T10658,22.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2945173538, 43.8016574449)}"
4926186,841,SH-01406,1960,Eglinton Ave E,Eglinton Ave E,North,Warden Ave,East,T2318,21.0,,C,Temporarily Removed,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2873012121, 43.7281071523)}"
4926187,843,SH-00465,4914,Dundas St W,Burnhamthorpe Cres,East,Dundas St W,North,T672,3.0,Village of Islington,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5291355002, 43.6490470465)}"
4926188,853,SH-02990,30,Esterbrooke Ave,Esterbrooke Ave,North,Don Mills Rd W,West,T1928,17.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3489964781, 43.7792127662)}"
4926189,856,SH-01430,31,Tapscott Rd,Neilson Rd,West,Mclevin Ave,South,T11714,23.0,,B,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2200389312, 43.8079695871)}"
4926190,857,SH-00011,940,The East Mall,Eglinton Ave W,West,The East Mall,North,T2343,2.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5715395834, 43.6716184925)}"
4926191,858,SH-01856,370,Dundas St W,Dundas St W,North,Beverley St,East,T2147,11.0,,C,Temporarily Removed,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.393693402, 43.6539214098)}"
4926192,862,SH-02833,1507,Avenue Rd,Avenue Rd,East,Lawrence Ave W,South,T4786,8.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4153331121, 43.7221417333)}"
4926193,863,SH-01564,9,Field Sparroway,Leslie St,West,Finch Ave E,North,T5443,17.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3683629427, 43.7904786054)}"
4926194,868,SH-01793,1051,Martin Grove Rd,Martin Grove Rd,East,409 W Martin Grove Ramp,North,T5592,1.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5747703799, 43.7004166751)}"
4926195,869,SH-02657,2,Sandfield Rd,York Mills Rd,South,Sandfield Rd,West,T7472,15.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3751017394, 43.7503939735)}"
4926196,874,SH-03490,80,Sackville St,Queen St E,South,Sackville St,West,T3068,13.0,Historic Queen East,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3618182884, 43.6560963817)}"
4926197,877,SH-00554,816,Jane St,Jane St,West,Haney Ave,North,T3902,5.0,,C,Temporarily Removed,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4949277997, 43.6741282101)}"
4926198,878,SH-03428,832,The Queensway,The Queensway,North,Loma Rd,East,T6899,3.0,shoptheQueensway.com,D,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5086193156, 43.6251089358)}"
4926199,880,SH-01281,1840,Eglinton Ave W,Dufferin St,West,Eglinton Ave W,North,T2046,8.0,York-Eglinton,A,Temporarily Removed,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4506101886, 43.6958179215)}"
4926200,890,SH-01782,477,King St E,King St E,South,Sackville St,West,T4143,13.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3603990912, 43.6542789315)}"
4926201,891,SH-01329,2012,Sheppard Ave W,Sheppard Ave W,South,Laura Rd,East,T7260,7.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5168207339, 43.7384954304)}"
4926202,903,SH-02655,2402,Eglinton Ave W,Eglinton Ave W,North,Gabian Way,East,T2398,5.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4673875992, 43.6919301513)}"
4926203,908,SH-01760,3701,Danforth Ave,Kingston Rd,North,Glen Everest Rd,West,T4228,20.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2567048855, 43.6978743532)}"
4926204,909,SH-02513,75,Birchmount Rd,Birchmount Rd,East,Hollis Ave,South,T7551,20.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2629880398, 43.6948957878)}"
4926205,912,SH-01890,172,Main St,,,Main St,,,19.0,,Canopy,Existing,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3001935054, 43.6842375924)}"
4926206,913,SH-01485,2685,Eglinton Ave W,Eglinton Ave W,South,Bicknell Ave,East,,5.0,Eglinton Hill,Standard Daytech,Existing,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4768411007, 43.689660098)}"
4926207,921,SH-02702,600,Rexdale Blvd,Rexdale Blvd,North,Humberwood Blvd,East,T11841,1.0,,B,Temporarily Removed,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.6121352272, 43.7206536014)}"
4926208,926,SH-00715,330,Queen's Plate Dr,Highway 27 N,East,Queen's Plate Dr,South,T11504,1.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5977309891, 43.7223803654)}"
4926209,927,SH-00577,1035,Sheppard Ave W,William R Allen Rd,West,Sheppard Ave W,South,T1647,6.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4634447071, 43.7496644515)}"
4926210,928,SH-03233,51,Elm St,Bay St,East,Elm St,South,T244,11.0,Downtown Yonge,B,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3841829009, 43.6571682831)}"
4926211,929,SH-00497,6,Cobble Hills,Royal York Rd,West,Cobble Hills,North,T6982,2.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5226165592, 43.6727299348)}"
4926212,934,SH-01977,40,Trellanock Ave,,,Lawrence Ave E,,,25.0,,Standard Daytech,Existing,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1366845234, 43.7800110048)}"
4926213,945,SH-03841,1138,Kennedy Rd,Kennedy Ave,West,Cornwallis Dr,South,T4076,21.0,Kennedy Road,D,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2758541725, 43.7516284641)}"
4926214,948,SH-02380,514,Dawes Rd,Dawes Rd,West,Beth St,North,T1885,19.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2965152543, 43.7044570455)}"
4926215,951,SH-02606,3995,Bathurst St,Bathurst St,East,Laurelcrest Ave,South,T188,6.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4355438246, 43.7441395217)}"
4926216,953,SH-03876,2800,Kennedy Rd,Finch Ave E,South,Kennedy Rd,West,T2514,22.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.29674741, 43.8010591676)}"
4926217,958,SH-01999,1640,The Queensway,The East Mall,East,The Queensway,South,T9627,3.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5460102855, 43.6161945847)}"
4926218,959,SH-00132,1264,York Mills Rd,York Mills Rd,North,Fenside Dr,East,T9073,16.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3273717554, 43.760853139)}"
4926219,966,SH-00679,1,Queen St E,Queen St E,South,Victoria St,West,T3076,13.0,Downtown Yonge,B,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3782753056, 43.6525523812)}"
4926220,969,SH-00066,1,Nugent Rd,Kipling Ave,East,Nugent Rd,South,T4349,2.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.556631534, 43.6903186073)}"
4926221,975,SH-01286,3300,Lawrence Ave E,Lawrence Ave E,North,Bellamy Rd N,West,T5232,24.0,,D,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2356982504, 43.7577845204)}"
4926222,977,SH-02494,2363,Eglinton Ave W,Eglinton Ave W,South,Gilbert Ave,West,,8.0,,Standard Daytech,Existing,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4635733202, 43.6924950459)}"
4926223,978,SH-00486,1,Battinger Gt,Mccowan Rd,West,Alton Towers Crcl,North,T9810,23.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2761461532, 43.8270425107)}"
4926224,979,SH-03778,2555,Eglinton Ave W,Eglinton Ave W,South,Scott Rd,West,,5.0,Eglinton Hill,Standard Daytech,Existing,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4728341548, 43.6905669789)}"
4926225,984,SH-00209,595,Bay St,Dundas St W,North,Bay St,East,T2143,11.0,Downtown Yonge,B,Temporarily Removed,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3834451722, 43.6558678373)}"
4926226,985,SH-02785,1,Atrium Lane,Sheppard Ave E,East,Atrium Lane,South,T7180,25.0,,D,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1502688451, 43.8009277528)}"
4926227,990,SH-01912,1151,Weston Rd,Eglinton Ave E,North,Weston Rd,East,T2419,5.0,Mount Dennis,C,Temporarily Removed,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4893220558, 43.6871862724)}"
4926228,995,SH-00510,1131,Sandhurst Crcl,Mccowan Rd,East,Sandhurst Crcl,South,T2873,23.0,,A,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2689247346, 43.8114622719)}"
